Sale_YearMonth,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
201606,24083751.71,13739016.1,17068314,24496581.6,8912790.456,38742685.12,20985617.14,14002132.8,31096271.71,10257500,18159886.5,12555619.7,14104503.84,6891634.875,21508381.06,6981226.1,28119345.53,23599999.39,30999998.49,8626000,13166000,13794421.13,15675583.18,11933185.7,16860923.25,30211769.87
201607,9914783.75,9775143.846,9554474.515,23964830.03,13706124.71,38108755.1,16459341.3,14264794.02,30598655.87,15181365.63,21357323.94,14842540,16596239.34,7618848.954,22211817.9,13763743.7,31002560.03,21234998.75,4966192.5,9586089.69,15982067.42,17521355.55,19954631.73,16010593.75,13067278.96,33774502.77
201608,16935391.75,9858124.75,5784696.863,23321075.13,18679358.87,38269455.08,24617248.81,15472685.96,31374633.05,20754488.51,24554761.39,3663603.55,19442610.07,11053500.17,18583328.52,9403849.55,25291116.03,18612670.92,8523850,10487059.5,16596401.3,10381637.93,11550941.66,13211151.13,21694701.1,35130483.57
201609,12659312.49,11607690.4,11936071.44,18142662.88,12745800.09,38500962.14,17034136.04,15451327.98,30575632.04,15157616.34,15158428.46,13511265.58,20063962.5,7268183.6,22712420.45,8033499.83,25669366.77,10973133.63,7945000,7896376.6,11014153.5,11996428.22,20004426.19,22631760.85,14049302.4,38369956.42
201610,19854585.65,11275098.4,14868874.73,26720896.68,9664520.094,40087212.15,16743275.85,18866084.78,32234849.18,12455537.67,19429545.93,9458749.5,16770193.83,9833294.203,25530967.97,9050505.259,25325605.32,16631492.91,16287250,13881333.75,17161940.26,13374994.17,19959479.99,13065174.17,16915077.86,34260073.23
201611,21651033,9809602.403,12642807,25908561.9,11969831.62,38657873.5,15355653.45,17045287.65,32392606.06,21474999.61,19617211.75,11834125.55,18521299.34,8238254.167,25190918.95,13749444.61,26941235.09,18827856.7,14049982.83,8966641.714,9212033.429,13374611.5,18429413.7,21854235.83,14344550.99,38833185.2
201612,25043583.19,12069916.6,20150798.96,22736200.74,14728415.95,37743798.4,18581230.48,23000024.82,29737280.13,19974673.19,15474403.53,8963332.972,22943304.64,10951161,22093368.13,14721387.79,26519767.47,19891244.73,12449999.63,7601796.636,13244912.82,14108500.04,19063355.77,15021453.57,14369617.19,35671760.53
201701,18439500.56,4156813.255,19633333.29,25238703.27,12838339.69,39633577.67,15468571.69,14111249.85,28548647.43,13620000,10369624.83,11066250,20004781.2,18727500,18012933.74,16499998.94,27982675.5,8928666.667,16016666.38,14868500,19446666.65,9836725.214,23590921.78,10914803.17,15099989.15,36446159.45
201702,22095800,9749991.068,12170967.41,22160780.91,12929312.49,34238941.49,18481562.05,18698434.44,30559312.88,22247589,18545900,12749833.33,21634769.5,6615612.333,21403797.09,12587823.19,28121477.07,8434682.167,20156660.98,10006185.22,9917768.47,10016083.25,19353956.44,14759499.37,15548158.11,39128906.54
201703,16255620.39,12583305,12870041.75,25488368.6,17699918.07,36959297.5,16375780.68,13924103.75,28349237.88,19014864.98,19386874.56,10935843.8,24066842.38,12303002.75,24042518.92,15530843.72,28199226.32,16528530.78,19351182.5,8880921,11874500.15,15870279.38,22291774.55,21233124.87,18191252.72,39663191.35
201704,22632498.15,13455141.25,16093350.98,24275443.93,16811615.46,35447700.81,17705814.43,24343125.31,32937539.45,24160782.83,17923213.71,7207250,21287306.29,19011250,25000366.02,15081674.57,29438735.6,15301162,18800027.18,15322500,14471250,10755808.58,20513907.67,20305011.91,18764592.88,39173717.39
201705,18374017.3,13904501.94,13860720.6,28958652.14,21980253.5,38507132.45,18419718.18,16766515.78,31174684.45,11755357.09,17661697.17,7322303.41,18783742.59,8976671.333,24957088.64,15065694.33,29036380.39,5000015.5,19250000.09,8235319.758,9017500,15127609.15,21781961.43,16161236.63,15582217.36,34004487.78
201706,8274505.255,9714944.222,17373431.38,27516879.52,16630241.13,39923619.7,10979412.47,15705299.96,33513966.89,19279333.51,18358558.68,13345821.83,23498755.86,2913833.333,25884448.72,18612848.79,28122745.55,21565000,17220467.57,13620183.64,10967973.3,14736597.34,22522036.41,20937390.4,21098518.69,36104406.55
201707,19336249.87,11924173.8,16981100.26,28906129.17,14736477.94,33816779.27,18106498.23,16213773.13,32890634.67,21993462.5,13228757.5,11546406.08,24181544.97,5044444.444,22579236,14510567.23,28820020.3,16231642.46,11993233.02,8597625,16368996.79,12898833.61,20677585.33,22062457.73,16674338.53,45081067.51
201708,25307201.69,11973229.35,19697913.65,25598816.69,13408985.33,36653049.09,13664675.21,22488315.83,28827575.21,18751618.75,17571810.7,14571665.34,23589473.96,12553724.25,24551321.43,14335214.41,28903894.49,17000030,16410934.01,15225154.83,8164996.436,17020318.55,20892141.05,27539075.68,16415323.95,39576560.44
201709,14693752.78,14685635.89,12790163.32,25329702.73,10227785.21,37494920.78,23061820.54,18412809.62,30116605.38,15509775,23291917.48,13193832.85,23179336.79,18999999.88,24572223.01,15400376.08,30051592.89,5605312.623,17999999.05,12458429.64,23999998.92,17766673.74,21578024.69,18761171.67,18157406,32238893.55
201710,25553999.95,10805583.88,20361775.56,24732081.34,15219865.66,37832171.32,26250916.77,18399323.18,34655466.52,24908199.25,17039992.67,9599418.078,25044910.06,16425436.25,23789336.95,16180542.22,29536938.93,21257341.98,20997886.75,8511714.821,9215651.309,12712929.67,21655083.82,17899999.88,21061273.3,41820269.25
201711,31999999.89,13238952.13,13438230.38,26036915.91,14699820.7,39136936.66,25228725.08,21538626.73,33663665.67,13620000,17824995.22,6786237.277,25558247.36,17593029.67,24021157.13,7331094.493,29538383.58,19490830.35,14303342.99,4565000,20525491.33,16907921.43,18706041.56,29711499.73,19238465.71,38360995.78
201712,18805811.97,16205671.64,21511008.55,26287547.09,14347548.65,37769511.48,21880402.37,17008627.14,33709049.89,9372310.833,21542108.19,11177129.57,23674410.26,9080000,24147115.52,12487988.83,30224620.15,9988000,18837249.96,15395624.65,16113875.74,13174664.14,23266302.28,25800003.71,21484589.22,37873814.04
201801,12346100.67,10985645.42,20290296.26,30990883.53,15798594.83,39323608.02,23625229.3,13048999.17,31643287.78,13511435.22,14977705.92,10328500,21770530.42,9080000,24658944.49,11583242.73,29873932.4,17000000.49,14311828.81,9608120.75,16787409.88,18775632.23,20621648.79,17797848.06,25218893.61,34165423.78
201802,5886389.367,13471872.97,20580245.63,31925271.72,12052814.46,37924206.74,20837977.28,13031699.51,32120122.97,17650559.62,13589088.73,21023904.26,27660479.12,8129830.083,25360293.67,18292834.52,29670556.35,17374990.87,9786407.656,2025406.25,14599218.98,22329463.36,23101128.67,21641499,27303818.99,40266878.36
201803,23764102.04,11336375.08,16736181.44,31183589.07,15023788.62,39757251.26,21873479.38,9044650.425,32512337.75,19499999.16,19498737.17,4597499.763,23120573.32,7179660.167,23633101.74,22931595.05,30506756.23,17749981.25,12302833.26,4010560.333,17350408.59,23497234.5,22114224.64,22680455.3,30515832.46,39374108.29
201804,21431134.38,9544143.59,21730700.47,32268334.67,15971689.6,40564817.13,26718085.6,25399291.43,33344327.24,19499867.5,21204382.69,15564784.67,20035997.44,11350000,25293712.73,15500014,29748177.94,10536886,15365080.91,9532416.554,14444280.3,21426504.58,20985617.07,20979106.66,24606052.9,33773403.88
201805,19352954.05,15388009.93,17615054.07,29188636.41,12701891.69,38234588.41,24102007.54,17224753.14,33623363.39,24249933.3,20400058.7,14749949.25,26708537.01,12381223.17,24758319.61,15163277.91,31006579.49,24317375,15311564.13,15735611.63,18571696.93,20420499.37,20815955.67,19603909.32,20223650,36227519.9
201806,28317498.4,15685623.39,18797134.39,29923081.48,18315499.77,40952134.85,24201738.08,27831380.53,35732105.45,28999999.1,7937851.77,11741056.31,28746846.98,5675000,24945947.79,15147359.76,28345335.1,17813491.63,24499999.91,9039011,17878908.17,14452333.33,22251610.76,13818846.02,22340523.69,35841378.91
201807,22016224.93,10948592.5,16996199.09,31451674.88,13324003.91,39836957.5,24649020.85,17407235.5,36706094.38,22255624.99,16524187.39,4792460.179,28922354.11,4852125,25081792.51,10402603.48,30142122.27,17756444.44,14058488.33,16986392.29,19260496,11754458.33,22496244.18,26130139.8,26966676.38,44782791.14
201808,20125994.66,12811963.61,26252437.39,33154745.93,15999773.18,40912363.49,17303048.87,19488414.33,35238617.87,22255624.99,19546486.87,7741551.25,32836857.05,4029250,24547995.39,6960000,31081519.05,8172000,19799961.5,5264513.252,21789542.27,19141184.96,20844856.43,16780011.07,26575914.85,37237579.5
201809,22914911.12,15768516.03,22660818.95,31048669.79,15340636.45,41287407.98,26660798.43,28098001.23,35765217.63,16992446.67,19598283.11,9326862.5,32643401.76,11917500,22017571.98,8033392,29675960.87,24999964,43000,11847495.26,19238842.16,21982531.32,21881050.68,23315824.33,23189380.92,39016367.64
201810,19144263.95,14101543.35,21070161.9,31126777.02,15708936,39283541.44,22055158.02,19845878.13,34167199.1,11729268.36,19650079.36,12899956,29151501.49,6356000,25933651.42,15912664.72,30585747.37,24864917.16,26374985.29,9930041.603,12780350.66,14448490.44,22857979.22,23551250,26902987.79,33693340.66
201811,12172098.44,12757476.73,23075894.49,30992044.32,10009997.09,39679258.08,23758368.89,19318585.46,34586708.47,10784943.75,15747702.43,10308637.5,28584804.63,8538526,24264391.86,9569222.833,29881588.77,17577791.91,19999948.5,16266670.09,12219577.79,13334938.56,21561787.95,25783092.72,22788933.83,38676100.53
201812,25713820.63,15424924.06,15150320.5,25744448,13739167.81,37145360.43,22075895.48,23403458.25,33019390.86,22636820.65,20971074.57,11708745.29,30192181.03,17025000,23940305.96,16887923.17,32029397.55,10290666.67,35000002.95,17528410.33,17393761.5,19143325.67,20816453.06,28270983.15,20504980.63,35346951.02
201901,22503286.53,17454499.93,19722499.45,30107089.16,15107995.67,40499371.4,27007153.94,22747313.8,34865019.21,13588410.32,24400006.86,9593587.5,31430948.86,7491000,27355437.61,12371500,33737473.8,11350000,28837516.47,22318942.67,10541500,18158206.13,24072506.7,23278271.59,19382112.39,40523436.53
201902,23900830,17132484.5,26224194.3,29897476.52,15965754.82,38534231.31,33512892.78,18914737.17,32766444.48,4540000,23527558.58,7999999.83,27252502.73,11274333.33,27219984.18,19197844,33460823.08,11350000,22675030,17412423.74,15940961.5,8863896.486,23903735.6,23224984.22,18075346.23,41590630.69
201903,18425062.45,15283361.47,32823337.78,31507416.44,11633134.48,39779606.76,33350257.53,24541422.69,35084781.87,4540000,20099994.44,16149319.13,30464161.15,16637189.42,27566281.76,21718048.39,32576206.11,11350000,22242481.5,18444210.81,15387580.33,10400789.78,22149292,17600000.08,22837696.73,41325730.99
201904,24572750,15279870.54,19947845.48,32478585.98,8633928.929,41406319.01,24784951.6,22846103.39,33553483.57,9273091.875,23408856.87,5391250,27771117.18,22000045.5,26641352.94,21623236.17,30987570.15,11350000,18313338.5,14053768.63,23194989.71,20714652.1,25011464.1,27333579.62,21103457.88,36779790.67
201905,25394349.35,17167243.69,26649969.8,26682431.28,12652708.9,40812929.5,27176761.55,25054380.16,35089125.98,14006183.75,20437124.34,8500015,27795439.9,10215000,24333271.48,14556211.61,33103769.54,16563565.75,17413397,6877500,13400128.37,13500729.63,25208326.69,26843575.5,21437935.69,37846704.3
201906,26466611,14907996.18,19691693.66,30477799.32,14395837.57,39456610.69,27513261.29,16829979.41,35224447.4,8099990.75,20767492.25,5101257.5,29651714.33,12258000,24780401.1,23190282.22,32619660.48,18999999.65,20493846.21,23315624,17975250.94,13591878.74,19059960.8,27983011.86,22007106.12,34148484.2
201907,24380664.87,11123624.83,25500045,33962709.78,16044071.38,41894594.96,25440015.59,20206348.48,36726010.25,16099999.97,19706281.63,1702500,29053965.03,12258000,24671663.57,23503586.36,31875247.55,19249999.97,15291011.7,9122750,15248919.77,14377284.05,24330059.87,28608280.33,25235219.71,37665781.57
201908,11121445.05,15252300.25,26706375.65,25089028.39,17256578.63,41066315.94,28208415.5,25533106.58,32290804.11,17588637.6,23112616.93,7500080,31206085.55,16962749.79,21150382.92,14528000,32234647.71,19500000.3,22202499.99,26672500,18699360.37,21255548.68,22580115.47,33249995.25,28965291.11,39556457.86
201909,20114980.75,18164708.17,24705485.49,31910482.77,14199253.08,42260482.88,29481174.11,28167019.81,36102131.09,20284351.13,20997500,12125034.75,30638524.68,21667499.58,26439189.32,16917802.8,31462234.75,19499981,20437410.04,11770177,9715107.359,18132476.25,21534835.92,30703830.91,26595579.71,36836652.3
201910,22342108.34,19192755.42,23714113.14,31801259.47,13049428.21,41477799.84,33143220.09,20476189.51,32219456.12,24660237.31,22452124.45,16749989.5,26747276.92,20499916,26674135.87,16792401.86,31801070.2,25720972.75,18672320.08,14506283.67,21862979.95,11286969.48,23226893.92,26228529.14,25063344.39,35081940.92
201911,22124131.08,15615178.67,26899645.28,32346577.39,18410610.9,42129787.25,28925477.78,20521435.08,32428333.4,22895374.5,22634154.2,4270007.5,31308306.11,12587500.15,23418897.39,20664516.22,32722230.81,25753414.46,24050025.75,23999999.49,20007238.72,14448775.15,22964074.18,27105489.79,24435225.83,38103262.47
201912,21933507.98,17959348.74,24301975.3,30913472.08,14130449.69,36739826.67,26862312.97,25856689.33,32886732.4,22004778.95,21505502.32,10997047.26,31774256.39,4501000,26715580.43,22061359.44,33510326.21,19660222.57,20226645.83,21074426.71,17903121.13,18425195.23,22205496.13,28925335.47,25647058.49,38880518.17
202001,24671262.89,19857623.19,26469076.67,31050243.22,16594171.78,42426600.88,25810931.09,16079780.95,35412944.35,26258706.78,17689155.47,8290040,33504990.59,7.00E+05,26416667.69,23900843.39,32532798.74,15511666.67,14330386.13,10101500,14186327.17,7365750,25119447.09,14293750,23646665.55,37052695.07
202002,26994953.5,20420995.67,18863989.2,32461092.61,14703516.4,43777603.92,35327024.62,18456830.88,35505454.9,30512634.6,20751552.7,11396251.25,33753174.74,22431232,26567714.53,20313723.03,33660650.63,26017037.5,22941649.26,10124994.5,14306958.75,18182473,28850141.85,15589986.92,24000793.02,35163235.17
202003,23041598.3,20188621.32,20106248.26,32893799.09,21844124.12,43023288.53,32076766.61,21486991.45,37714818.53,20700006.29,23178593.75,10229005.9,29237028.82,18160000,25642073.49,25833329.33,32879522.47,18557250,19250000.09,16519991.32,14245637.25,23917150.62,21701929.48,24133544.73,31837703.4,36948242.02
202004,27520912.5,15499966.33,25083500,34214964.92,21844124.12,51952537.96,36802452.29,25000000.32,34701272.16,19950008.5,20947156.39,10229005.9,40066680.02,18160000,23867503.32,34731000,32250544.53,19799961.5,27133316.81,13600000.17,20660000.18,18727500,22999980.5,31212500,26137478.31,38726245.79
